Predmet	Pitanje	Tip_pitanja	Odgovor_A	Odgovor_B	Odgovor_C	Odgovor_D	Odgovor_E	Odgovor_F	Tocan_odgovor	Napomena	Pregledano	Provjereno
UFAF	Osnovne tjelesne ravnine su:	višestruki_izbor	dorzalna (stražnja)	sagitalna (središnja)	anteriorna (prednja)	lateralna (bočna)	poprečna (transverzalna)	sve navedene	B,E	Izvori izričito navode tri glavne (osnovne) ravnine tijela koje se koriste za opisivanje anatomskih značajki: 1. SAGITALNA (SREDIŠNJA, MEDIJANA) RAVNINA: Prolazi kroz tijelo tako da ga dijeli na lijevu i desnu polovicu. 2. FRONTALNA (ČEONA) RAVNINA: Prolazi kroz tijelo u smjeru lijevo-desno i dijeli ga na prednji i stražnji dio. (Napomena: ova ravnina nije ponuđena kao zaseban točan odgovor u vašem popisu). 3. TRANSVERZALNA (POPREČNA, HORIZONTALNA) RAVNINA: Postavljena je vodoravno i dijeli tijelo na gornji i donji dio. Zašto ostali ponuđeni odgovori nisu točni prema izvorima: • Dorzalna (stražnja), anteriorna (prednji) i lateralna (bočna): Izvori ove nazive definiraju kao pridjeve za označavanje položaja ili smjera u odnosu na ravnine, a ne kao same ravnine. Primjerice, anterior i posterior koriste se za opisivanje tvorbi ispred ili iza frontalne ravnine. • Sve navedene: Ovaj odgovor je netočan jer, kao što je vidljivo iz prethodne točke, većina pojmova u nizu označava smjerove i položaje, a ne osnovne ravnine. Dakle, iako je u vašem upitu uz "sve navedene" stajala oznaka "TRUE", prema stručnoj literaturi u izvorima taj odgovor nije ispravan jer miješa prostorne odrednice s anatomskim ravninama.	TRUE	TRUE
UFAF	Četiri osnovne skupine tkiva u našem tijelu su epitelno, potporno, _________________ i _______________ tkivo.	otvoreno							mišićno i živčano	Iako izvori ne navode ove četiri skupine u jednoj definicijskoj rečenici, one se prožimaju kroz cijeli tekst koji opisuje građu i funkciju tijela: • Mišićno tkivo: Opširno je opisano u poglavlju o mišićima. Navodi se podjela na poprečnoprugasto (skeletno i srčano) te glatko mišićno tkivo. Osnovna mu je značajka sposobnost skraćivanja ili kontraktilnost. • Živčano tkivo: Spominje se kroz opis živčanog sustava i ulogu motoričkog živca koji šalje podražaj za mišićnu kontrakciju. Također se navodi da autonomni živčani sustav nadzire rad glatkih mišića. • Potporno tkivo: U izvorima se ovaj pojam najčešće pojavljuje kroz vezivno tkivo, koje je podskupina potpornih tkiva. Spominju se kosti kao živo tkivo, hrskavično tkivo, te vezivne ovojnice (fascije) i tetive koje povezuju mišiće i kosti. • Epitelno tkivo: Iako se u ovom dijelu anatomije (fokusiranom na kretanje) ne opisuje detaljno, ono se podrazumijeva kao tkivo koje oblaže površine tijela i unutrašnjih organa (npr. unutrašnji list zglobne čahure koji luči tekućinu). Informacija o ove četiri osnovne skupine tkiva je temeljna biološka činjenica usklađena s organskim sustavima (lokomotorni, živčani, itd.) navedenim na samom početku izvora.	TRUE	TRUE
UFAF	Oko poprečne osi vrše se pokreti:	višestruki_izbor	fleksije i ekstenzije natkoljenice	abdukcije i adukcije noge	unutrašnje i vanjske rotacije noge	abdukcije i adukcije ruke	pronacije i supinacije		A	Izvori jasno definiraju tri osnovne osovine pokreta i vrste kretnji koje se oko njih odvijaju: • TRANSVERZALNA (POPREČNA) OSOVINA: Izvori izričito navode da se oko poprečne osovine vrše kutni pokreti u sagitalnoj ravnini, a to su fleksija (pregibanje) i ekstenzija (ispružanje). Kao konkretan primjer na Slici 18 prikazani su upravo pokreti u zglobu kuka (fleksija i ekstenzija natkoljenice) koji se odvijaju oko te osovine. Također, pokreti u lakatnom zglobu, koljenu i skočnom zglobu (dorzalna i plantarna fleksija) također se vrše oko poprečne osovine. • Ostale ponuđene opcije su netočne jer:     ◦ Abdukcija i adukcija (noge ili ruke): Ovi se pokreti vrše oko sagitalne (središnje) osovine u frontalnoj ravnini.     ◦ Unutrašnja i vanjska rotacija (noge ili glave): Ovi se pokreti vrše oko longitudinalne (uzdužne) osovine.     ◦ Pronacija i supinacija: To su specifični nazivi za rotaciju podlaktice koji se također odvijaju oko uzdužne osovine. Zaključno, jedini točan odgovor među ponuđenima je fleksije i ekstenzije natkoljenice. S obzirom na to da su ostale opcije vezane uz druge anatomske osovine, samo je ovaj odgovor ispravan.	TRUE	TRUE
UFAF	Ošit (dijafragma) odvaja _________________ i ___________________ šupljinu.	otvoreno							prsnu i trbušnu	Iako se u dostavljenim izvorima pojam „ošit“ ili „dijafragma“ ne opisuje detaljno s obzirom na njezinu anatomsku ulogu pregrade, odgovor se može izvesti i potkrijepiti informacijama iz teksta: • Identifikacija šupljina: U izvorima se navodi da kostur „oblikuje šupljine koje štite osjetljive vitalne organe“. Među tim organima izričito se nabrajaju srce i pluća (koji se nalaze u prsnoj šupljini) te trbušni organi (koji se nalaze u trbušnoj šupljini). • Funkcionalna povezanost: Izvori spominju dišni (respiracijski) sustav kao jedan od ključnih organskih sustava. Kao što je ranije spomenuto u našem razgovoru, ošit je glavni mišić tog sustava koji svojim položajem i radom omogućuje disanje. • Informacija izvan izvora: Prema standardnoj anatomiji čovjeka (koju je potrebno neovisno provjeriti), ošit je velika mišićna pregrada koja fizički razdvaja prsni koš (thoraks) od trbušne šupljine (abdomen), što je ključno za održavanje razlike u tlakovima potrebne za disanje. S obzirom na to da se u izvorima spominju upravo organi koji su smješteni iznad i ispod ošita (pluća/srce vs. trbušni organi), dopuna prsnu i trbušnu je stručno ispravna.	TRUE	TRUE
UFAF	Oko uzdužne (longitudinalne) osi vrše se pokreti:	višestruki_izbor	fleksije i ekstenzije natkoljenice	abdukcije i adukcije noge	unutrašnje i vanjske rotacije noge	abdukcije i adukcije ruke	pronacije i supinacije		C,E	Izvori jasno definiraju kretnje koje se odvijaju oko uzdužne osovine: • Longitudinalna (uzdužna) osovina: U izvorima se izričito navodi da se oko ove osovine „uvijek i jedino vrše kružni pokreti ROTACIJE ili OBRTANJA“. • Rotacija noge: Izvori potvrđuju da se pokreti unutrašnje i vanjske rotacije noge (natkoljenice ili potkoljenice u specifičnim položajima) odvijaju oko uzdužne osovine. Primjerice, dvoglavi mišić natkoljenice rotira nogu prema van, dok polutetivni i poluopnasti mišići rotiraju nogu prema unutra. • Pronacija i supinacija: Izvor izravno navodi i ilustrira (Slika 21) da su pronacija (unutrašnja rotacija) i supinacija (vanjska rotacija) podlaktice pokreti koji se vrše upravo oko uzdužne (longitudinalne) osovine. Zašto ostali odgovori nisu točni: • Fleksija i ekstenzija natkoljenice: Ovi se pokreti vrše oko poprečne (transverzalne) osovine. • Abdukcija i adukcija noge ili ruke: Ovi se pokreti vrše oko središnje (sagitalne) osovine. S obzirom na to da su i rotacije noge i rotacije podlaktice (pronacija/supinacija) po definiciji rotacijski pokreti oko uzdužne osi, oba su odgovora stručno ispravna prema izvorima.	TRUE	TRUE
UFAF	Kontrakcije mišića pri kojoj nema pokreta naziva se:	višestruki_izbor	izokinetička	koncentrična	ekscentrična	izotonična	izometrička	ništa od navedenog	E	Izvori u poglavlju o mišićima precizno definiraju različite vrste mišićnih kontrakcija: • IZOMETRIČKA KONTRAKCIJA: Izvor izričito navodi da je to „naziv za kontrakciju mišića pri kojoj ne dolazi do skraćivanja i vršenja pokreta, iako se povećava mišićna napetost“. • Ostale vrste kontrakcija prema izvorima:     ◦ Koncentrična i ekscentrična: Ovi pojmovi označavaju skraćuje li se mišić ili se izdužuje pri kontrakciji, što podrazumijeva vršenje pokreta.     ◦ Izokinetička: Koristi se za pokret sa stalnom kutnom brzinom, obično pri radu na posebnim spravama.     ◦ Izotonična: Iako se ovaj pojam ne opisuje detaljno u tekstu, on se u fiziologiji obično odnosi na kontrakcije s promjenom duljine mišića (pokretom), za razliku od izometričke. Budući da je kod izometričke kontrakcije mišićna napetost prisutna, ali nema promjene u duljini mišića niti vidljivog pomaka u zglobu, to je ispravan termin za traženu definiciju.	TRUE	TRUE
UFAF	Mišići koji u istom zglobu vrše suprotne pokrete nazivaju se mišići _____________________.	otvoreno							antagonisti	Izvori precizno klasificiraju mišiće prema njihovoj funkciji i međusobnom odnosu pri izvođenju pokreta: • Antagonisti: Izvor izričito navodi da su to „dva ili više mišića koji vrše suprotni pokret u određenom zglobu“. Kao tipičan primjer navode se dvoglavi i troglavi mišić nadlaktice, koji vrše suprotne pokrete fleksije (pregibanja) i ekstenzije (ispružanja) podlaktice. • Agonisti: To su mišići koji vrše isti pokret (npr. dvoglavi i nadlaktični mišić koji zajedno vrše fleksiju podlaktice). • Sinergisti: To su mišići koji pomažu pri izvođenju određenog pokreta, ali ga sami ne vrše, često djelujući kao fiksatori. Budući da je ključna značajka mišića u vašem upitu vršenje suprotnih pokreta u istom zglobu, jedini ispravan termin su antagonisti.	TRUE	TRUE
UFAF	Dvozglobni mišići su mišići koji _______________________.	otvoreno							premošćuju i djeluju na dva zgloba	Izvori klasificiraju mišiće prema broju zglobova preko kojih prelaze i na koje imaju mehanički utjecaj: • Opća definicija: U izvoru se navodi da mišić može premošćivati i djelovati na jedan ili više zglobova, zbog čega se razlikuju jednozglobni, dvozglobni i višezglobni mišići. • Funkcija: Dvozglobni mišić svojom kontrakcijom izaziva pokret u oba zgloba koja premošćuje, često vršeći različite radnje u svakom od njih. • Primjeri iz izvora:     ◦ Krojački mišić (m. sartorius): Naveden je kao dvozglobni mišić koji u zglobu kuka vrši fleksiju i vanjsku rotaciju, a u koljenskom zglobu fleksiju i unutrašnju rotaciju.     ◦ Ravni bedreni mišić (m. rectus femoris): Dio je kvadricepsa koji flektira nogu u kuku i opruža je u koljenu.     ◦ Mišić lista (m. gastrocnemius): Dvozglobni je mišić koji vrši plantarnu ekstenziju stopala, ali i fleksiju potkoljenice u koljenu. S obzirom na to da ovi mišići povezuju segmente tijela preko dva susjedna zgloba, njihova je uloga ključna za koordinaciju složenih pokreta poput trčanja ili skakanja.	TRUE	TRUE
UFAF	Kontrakcija mišića pri kojoj se dužina mišića smanjuje naziva se:	višestruki_izbor	ekscentrična	statička	izokinetička	koncentrična	niti jedna od navedenih		D	Izvori u poglavlju o mišićima navode osnovne pojmove koji opisuju promjene duljine mišića tijekom rada: • KONCENTRIČNA KONTRAKCIJA: Iako izvor u istoj rečenici spominje oba pojma („pojam koncentrična i ekscentrična kontrakcija označava da li se mišić skraćuje ili izdužuje pri kontrakciji“), u anatomiji se pojam skraćivanja (smanjenja dužine) mišića pod opterećenjem izričito odnosi na koncentričnu kontrakciju. • Ostale opcije prema izvorima:     ◦ Ekscentrična kontrakcija: Označava vrstu kontrakcije pri kojoj se mišić pod opterećenjem izdužuje (povećava dužinu).     ◦ Izometrička (statička) kontrakcija: To je kontrakcija pri kojoj ne dolazi do skraćivanja niti vršenja pokreta, iako se mišićna napetost povećava.     ◦ Izokinetička kontrakcija: Koristi se za opisivanje pokreta koji se izvodi stalnom brzinom, obično uz pomoć posebnih dijagnostičkih sprava, te nije definirana isključivo promjenom duljine već brzinom izvođenja. Dakle, budući da se traži naziv za kontrakciju kod koje se dužina mišića smanjuje, jedini ispravan odgovor je koncentrična.	TRUE	TRUE
UFAF	Mišići u tijelu dijele se na: poprečnoprugaste (skeletne), __________________ i srčani mišić.	otvoreno							glatke	Izvori navode jasnu podjelu mišićnog tkiva prema građi i funkciji: • Poprečnoprugasti (skeletni) mišići: To su mišići koji čine aktivni dio lokomotornog sustava, vezani su za kosti i pod utjecajem su naše volje. Čine oko 40-50% ukupne tjelesne mase. • Glatki mišići: Izvori navode da ovi mišići oblikuju stjenke krvnih žila i unutrašnjih organa. Za razliku od skeletnih, glatki mišići nisu pod utjecajem naše volje, već njima upravlja autonomni (vegetativni) živčani sustav. • Srčani mišić: Iako je po građi poprečnoprugast, izvor ga izdvaja kao posebnu kategoriju zbog specifičnih osobina; on radi automatski i također nije pod utjecajem naše volje. • Maseni udio: U izvorima se ističe da na glatku i srčanu muskulaturu zajedno otpada oko 5–10 % tjelesne mase. Dakle, budući da su poprečnoprugasti (skeletni) i srčani mišić već navedeni, jedina preostala osnovna skupina mišića u ljudskom tijelu su glatki mišići.	TRUE	TRUE
UFAF	Relativno najveću zastupljenost u moždanoj kori velikog mozga imaju mišići:	višestruki_izbor	zdjelice	natkoljenice	nadlaktice	potkoljenice	lica	šake	E,F	• Motorički homunkulus: U anatomiji je poznato da prostor koji određeni dio tijela zauzima u primarnoj motoričkoj kori (moždana kora) nije proporcionalan veličini tog dijela tijela, već složenosti i preciznosti pokreta koje taj dio tijela izvodi. • Preciznost pokreta: Mišići lica (važni za mimiku i govor) te mišići šake (posebno palca, za finu motoriku i hvatanje) zahtijevaju ogroman broj živčanih stanica za upravljanje. Zbog toga su njihova polja u moždanoj kori relativno najveća u usporedbi s velikim mišićnim skupinama poput natkoljenice ili zdjelice, koje izvode snažne, ali manje precizne pokrete. • Poveznica s izvorima: Jedini podatak u izvorima koji neizravno upućuje na ovo je opis motoričkih jedinica. Navodi se da jedan živac može inervirati "svega nekoliko" vlakana (što je karakteristično za mišiće za fine pokrete poput onih u šaci ili licu) ili "više stotina" vlakana (za velike mišiće), što potvrđuje gušću inervaciju i posljedično veću zastupljenost u živčanom sustavu. Dakle, budući da mišići lica i šake imaju najfiniju motoriku, oni imaju i najveću zastupljenost u moždanoj kori.	TRUE	TRUE
UFAF	Po definiciji, mehanička efikasnost je ____________________________, a snaga je ______________________.	otvoreno							Po definiciji, mehanička efikasnost je omjer između izvršenog mehaničkog rada i ukupno utrošene energije, a snaga je rad obavljen u jedinici vremena.	Izvori precizno definiraju ove fizikalne i fiziološke pojmove u poglavlju o fiziologiji sporta: • Mehanička efikasnost (η): Izražava se u postocima i pokazuje koliko se kemijske energije pretvorilo u koristan rad, a koliko je izgubljeno u obliku topline. Kod ljudskih aktivnosti poput trčanja, ona iznosi oko 20 do 25%, a treningom se može povećati tako da tijelo troši manje energije za isti rad. • Snaga (P): Osim kao rad u jedinici vremena, izvor snagu definira i kao produkt sile (F) i brzine (v). Fizička jedinica za snagu je Watt (W), dok se u fiziologiji često koristi i litra kisika u minuti (L O2 · min⁻¹). Ovi su parametri ključni za razumijevanje energetske potrošnje i učinkovitosti nogometaša tijekom utakmice.	TRUE	TRUE
UFAF	Molekula adenozindifosfata (ADP) nastaje razgradnjom molekule ________________________.	otvoreno							adenozintrifosfata (ATP)	Izvori u poglavlju o fiziologiji sporta i izvorima energije za mišićni rad detaljno opisuju ovaj proces: • ATP kao primarni izvor: Navodi se da je ATP (adenozin-trifosfat) osnovni i jedini izravni izvor energije u tjelesnim stanicama. • Proces razgradnje: Energija potrebna za mišićni rad oslobađa se upravo cijepanjem (razgradnjom) molekule ATP-a na adenozindifosfat (ADP) i anorganski fosfor (Pa). • Oslobađanje energije: Tim se kemijskim procesom oslobađa oko 10 kilokalorija energije po molu ATP-a, koju mišićna stanica koristi za obavljanje mehaničkog rada. • Kruženje energije: Dok razgradnja ATP-a stvara ADP i energiju, procesi poput anaerobne glikolize ili oksidacije služe tome da se iz tog nastalog ADP-a ponovno resintetizira novi ATP. Dakle, budući da je ADP produkt trošenja energije pohranjene u ATP-u, jedina ispravna dopuna je molekula adenozintrifosfata (ATP).	TRUE	TRUE
